CodigoExterno,Nombre,CodigoEstado,FechaCierre,Estado,Descripcion
557639-78-LP25,Servicio Ecografía Mamaria para usuarios,5,2025-08-26T09:00:00,Publicada,"adquisición del servicio de ecografía mamaria bilateral, destinado a usuarias de la red de atención de salud de la Corporación Municipal de Rancagua. Este servicio busca fortalecer la detección precoz de patologías mamarias, contribuyendo a la prevención, diagnóstico oportuno y seguimiento clínico, en el marco de las estrategias de salud pública orientadas al bienestar integral de la población femenina"
557974-18-LE25,SOMATROPINA HUMANA RECOMBINANTE SOLUCION INYECTABL,5,2025-08-22T19:00:00,Publicada,PARA FARMACIAS MUNICIPALES DE QUILPUE
5586-126-LE25,BR SISTEMA COMPLETO DE ESCANEO INTRAORAL DE ALTA PRESICIÓN,5,2025-08-25T15:00:00,Publicada,"SISTEMA COMPLETO DE ESCANEO INTRAORAL DE ALTA PRESICIÓN, DE ACUERDO A REQUERIMIENTO ADJUNTO."
559511-17-LE25,CONSERVACIÓN COCINA LICEO A-12 JERADO MUÑOZ C.,6,2025-08-14T15:30:00,Cerrada,CONSERVACIÓN COCINA LICEO A-12 JERADO MUÑOZ C.
5602-34-L125,COMPRA DE SERVICIO DE PROFESIONAL VETERINARIO PARA VACUNACION ANTIRRABICA DE ANIMALES DE COMPAÑIA PARA CUMPLIMIENTO DEL PROGRAMA DE PREVENCION DE RABIA EN FRONTERA AÑO 2025.,8,2025-08-06T15:01:00,,
5611-4-LE25,REMODELACIÓN BAÑOS FUNCIONARIOS EDIFICIO E1O2RT9,5,2025-08-25T15:00:00,Publicada,"REMODELACIÓN BAÑOS FUNCIONARIOS EDIFICIO SERVIU XV (E1O2RT9)” La necesidad del SERVIU Arica y Parinacota, efectuar la remodelación con obras de mantenimiento y reparación de baños oficinas ubicadas en 18 de septiembre N122, Arica. El proyecto se encuentra insertó en el Plan de Mejoramiento de la Infraestructura, y buscar el mejoramiento de ambientes laborales para el funcionariado y los usuarios de las oficinas."
5615-71-LE25,ADQUISICIÓN DE MATERIALES ELECTRICOS Y SANITARIOS,5,2025-08-20T15:05:00,Publicada,"ADQUISICIÓN DE MATERIALES PARA HABILITACIÓN ELÉCTRICA Y SANITARIA PLAZA DE ARMAS, SEGUN REQ DOM N95 DE FECHA 14 DE AGOSTO DE 2025, ANEXO TECNICO Y BASES ADMINISTRATIVAS ESPECIALES."
5615-72-LE25,SERVICIO DE PRODUCCIÓN COORDINACIÓN Y LOGÍSTICA,5,2025-08-20T15:05:00,Publicada,"SERVICIO DE PRODUCCIÓN, COORDINACIÓN Y LOGÍSTICA “FIESTA DE LA CHILENIDAD DE EL CARMEN 2025” SEGUN REQ. DIDECO N 366 DE FECHA 14.08.2025, ANEXO TECNICO Y BASES ADMINISTRATIVAS ESPECIALES"
5626-4-LE25,Sistema de reporte de la producción científica UV,5,2025-08-21T17:00:00,Publicada,"La implementación de una plataforma tecnológica de indicadores de producción científica que permita consolidar, visualizar y analizar los resultados y datos de publicaciones, proyectos y colaboración de sus académicos e investigadores, para incorporar esta solución a los procesos de acreditación, como parte de las prácticas de la Ciencia Abierta y el aseguramiento de la calidad institucional."
5640-2-CO25,SISTEMAS DE DETECCIÓN Y ALARMA DE INCENCIOS UCHILE,5,2025-09-02T16:00:00,Publicada,"La Universidad de Chile requiere contratar los servicios de sistemas de detección y alarma de incendios para Torre 15, ubicada en Diagonal Paraguay N°265, comuna de Santiago, en particular para los pisos 1 al 22, así como también piso 23 casino y -1 subterráneo, por lo cual hace el llamado a licitación pública para la contratación de “SUMINISTRO E INSTALACIÓN DE SISTEMAS DE DETECCIÓN Y ALARMA DE INCENDIOS PARA EDIFICIO TORRE 15”, a través de su Dirección de Servicios e Infraestructura DSI."
564162-79-L125,Servicios de catering y cena / CDP 84934 CC 011,7,2025-08-14T10:22:29.65,,
564162-80-L125,Solicitud N° 84998 - Merchandising Campaña Despega - CC 101 / PS 1445,8,2025-08-12T15:00:00,,
564953-79-LQ25,ACTUALIZACIÓN PLATAFORMA ERP,6,2025-08-14T15:00:00,Cerrada,"El objetivo de la licitación es contratar el servicio de implementación y soporte de ERP Dynamics Business Central Se requiere lo siguiente: • Implementación de sistema ERP Dynamics Business Central en los módulos de Contabilidad, Compras, Ventas, Inventario, Activo Fijo, Gestión Presupuestaria, Manejo de información mediante PowerBI e interfaces con las distintas PowerApps • Desarrollo e implementación de funcionalidad actualmente utilizada en la plataforma Dynamics ax 2012. • Implementación y capacitación, tanto a nivel de administradores como de usuarios del servicio para inicio de servicio en Enero 2026"
5690-11-L125,Adquisición de calzado de Seguridad (11 pares de botines),8,2025-06-26T19:04:00,,
575061-46-LE25,TARJETA DE ALMACENAMIENTO  DE EXTRACTOS DE ADN,5,2025-08-25T15:30:00,Publicada,"TARJETAS DE CELULOSA PARA ALMACENAMIENTO DE EXTRACTOS DE ADN, PARA MEJORAR EL RENDIMIENTO DE LA CUSTODIA DE ADN"
5751-21-O125,MEJ. PLAZA DE ARMAS SAN JOSE DE LA  MARIQUINA ,8,2025-08-05T15:00:00,Adjudicada,"El proyecto se enmarca dentro de los lineamientos de la estrategia de desarrollo regional, especialmente en el programa de obras de espacios públicos del MINVU. La PLAZA DE ARMAS DE SAN JOSE DE LA MARIQUINA, ETAPA 1” REGIÓN DE LOS RÍOS, está en deterioro y posee poco reconocimiento del entorno inmediato, no poniendo en valor su identidad patrimonial y cultural para los habitantes de San José de la Mariquina. El proyecto consiste en un mejoramiento integral de la actual PLAZA DE ARMAS DE SAN JOSE DE LA MARIQUINA, en esta primera etapa el proyecto busca mejorar la actual Plaza de armas de la ciudad de San José de la Mariquina, incorporando obras de iluminación, mejoramiento de mobiliario urbano apropiado a las diversas necesidades y uso que tiene la plaza, junto con paisajismo."
584385-5-L125,SERVICIO DE ESTUDIO DE SUELOS Y ESTRUCTURAL INFRAESTRUCTURA DE EDIFICIO QUINZONA,8,2025-08-05T16:31:00,,
586269-3-LE25,ADQUISICIÓN DE MUEBLES PARA EL MSGG,5,2025-08-25T15:01:00,Publicada,"El Servicio de Bienestar del Ministerio Secretaría General de Gobierno requiere la adquisición de sofás y juegos de comedores para el centro recreacional del Servicio de Bienestar, con el propósito de brindar un estándar de comodidad y seguridad a sus beneficiarios."
588809-11-LQ25,GIRAS DE ESTUDIO ESCOLAR 4TOS. MEDIOS 2025,6,2025-08-14T15:00:00,Cerrada,"Servicio de ”Giras de Estudio Escolar 4° Medios 2025”, el cual incluye: traslado terrestre, hospedaje, alimentación y recreación."
588809-12-LE25,SEGUROS DE VIDA Y SALUD DENTAL Y CATASTRÓFICO,5,2025-08-21T10:00:00,Publicada,"Seguros Complementarios de Vida y Salud, Dental y Catastrófico para los Docentes de los Establecimientos Educacionales de la Corporación Municipal de Educación de Talagante."
5905-9-CO25,CONSTRUCCIÓN DE SISTEMA DE ALIMENTACIÓN DE AGUA POTABLE PARA POSTA SALUD RURAL PACHICA,7,2025-08-14T16:04:01.42,Desierta (o art. 3 ó 9 Ley 19.886),"En el marco de la Ejecución del Convenio ¨Programa Mantenimiento Infraestructuras APS (PMI) año 2025, solicita la compra de obras menores en la Posta Salud Rural de Pachica."
5908-27-LP25,CONSTRUCCIÓN SSHH Y CAMERINOS ESTADIO DE HUARA,5,2025-09-03T16:00:00,Publicada,Disponer de servicios higiénicos y camerinos adecuados para su uso en las dependencias del estadio de Huara.
5911-13-LE25,“CONTRATACIÓN DE SEGURO DE 11 VEHÍCULOS INSTITUCIO,6,2025-08-14T16:00:00,Cerrada,"Que el Tribunal Constitucional, en adelante “El Tribunal” necesita gestionar “La Contratación Seguros de 11 vehículos institucionales del Tribunal Constitucional”"
591-19-LP25,SEGURO PARA  BIENES MUEBLES E INMUEBLES DE FONASA,5,2025-09-03T16:00:00,Publicada,"La presente licitación tiene por objeto contratar “Seguros Generales de Bienes Muebles e Inmuebles”, para el período de 24 meses, de manera de contar con un instrumento de protección y resguardo específico para los bienes muebles e inmuebles, de propiedad y responsabilidad del Fondo Nacional de Salud. Dicho seguro deberá operar de forma oportuna ante un siniestro o eventualidad, lo cual nos permita que la Compañía aseguradora gestione y ejecute de manera eficiente la liquidación e indemnización teniendo resguardado todo el territorio nacional."
591-20-LP25,SERVICIO DE RENOVACIÓN Y ADMINISTRACIÓN DEL SITIO PARA LAS LICENCIAS DE TABLEAU PARA EL FONDO NACIONAL DE SALUD,5,2025-09-12T16:00:00,Publicada,"La División de Tecnología de Información del Fondo Nacional de Salud requiere de la compra del servicio de renovación y administración del sitio para las licencias de tableau para el Fondo Nacional de Salud con la finalidad de apoyar a las Unidades de Negocio tomando los datos de los respectivos Datamart y transformarlos en información, con esto, se pueden identificar patrones, identificar tendencias y descubrir información visual en segundos y apoya la toma de decisiones estratégicas de las distintas unidades de Negocio de Fonasa."
591-7-LE25,SERVICIO DEPRODUCCIÓN AUDIOVISUAL PARA FONASA,15,2025-08-14T09:56:15.203,Revocada,SERVICIO DEPRODUCCIÓN AUDIOVISUAL PARA REDES SOCIALESY CANALES DIGITALES DEL FONDO NACIONAL DE SALUD. FONASA requiere el servicio de producción audiovisual con el objeto de preparar material audiovisual pertinente para cumplir con las distintas entregas de información a público beneficiario que requiere constantemente de ésta
592-36-LQ25,PLAN DE FORMACIÓN EN MEDIACIÓN A LA LECTURA,5,2025-09-11T20:00:00,Publicada,SERVICIO DE DISEÑO Y EJECUCIÓN DE UN PLAN DE FORMACIÓN EN MEDIACIÓN A LA LECTURA
592-60-LR25,SERVICIO INTEGRAL LOGÍSTICO TEXTOS ESCOLARES 2026,5,2025-09-22T17:00:00,Publicada,"Contratar el Servicio integral de almacenaje, valor agregado mecanizado y distribución de Textos escolares para el año 2026, con el objeto de entregarlos a establecimientos educacionales y otras entidades públicas o educacionales a lo largo del país, en forma oportuna y en las cantidades requeridas para cada uno de ellos y con ello concretar las políticas públicas en materia educacional."
593951-27-LQ25,SERV. GESTIONADO CONTACT CENTER Y CARRIER CLOUD,16,2025-08-14T17:43:10.46,Suspendida,"La Fundación Integra, en adelante indistintamente también “la Fundación” o “Integra”, requiere contratar el SERVICIO GESTIONADO DE CONTACT CENTER Y CARRIER CLOUD, de conformidad a lo señalado en las presentes bases administrativas, las especificaciones indicadas en las Bases Técnicas respectivas y sus anexos."
593951-35-H225,SERVICIO DE APLICACIÓN DEL INSTRUMENTO PERFIL DE LOGRO DE APRENDIZAJES EN EDUCACIÓN PARVULARIA PLAEP- 2,8,2025-07-17T15:01:00,Adjudicada,"La Fundación Integra, en adelante indistintamente también “la Fundación” o “Integra””, requiere contratar el servicio de aplicación del instrumento perfil de logro de aprendizajes en educación parvularia (plaep- 2) de conformidad a lo señalado en las presentes bases administrativas y a las especificaciones indicadas en las Bases Técnicas respectivas."
593951-68-L125,Servicio de mantención preventiva y correctiva de equipos de climatización para edificios de Casa Central.,15,2025-08-14T12:55:18.59,,
595636-2-LE25,RENOVACIÓN DE LICENCIAS DE ANTIVIRUS,6,2025-08-14T16:00:00,Cerrada,"La presente licitación tiene como objetivo adquirir la renovación automática de 750 licencias de antivirus, con la finalidad de proteger de manera preventiva y activa la infraestructura tecnológica, garantizando la seguridad, integridad y disponibilidad de los sistemas y datos institucionales."
599-32-LP25,Servicio de Reparación mejoramiento y pintura ,8,2025-07-22T18:00:00,Adjudicada,"SERVICIO DE REPARACIÓN DE CUBIERTAS, MEJORAMIENTO SISTEMA DE DRENAJE, PINTURA DE FACHADAS Y RECINTOS Y PARTIDAS ANEXAS EN EDIFICIO INSTITUCIONAL, UBICADO EN MARCHANT PEREIRA N°726, COMUNA DE PROVIDENCIA, PARA LA JUNTA NACIONAL DE JARDINES INFANTILES."
599-33-LP25,CONSULTORÍA Y SOPORTE SISTEMA DE RECURSOS HUMANOS,8,2025-07-31T18:30:00,Adjudicada,"La Junta Nacional de Jardines Infantiles, JUNJI, a través del Departamento de Planificación, requiere la “ADQUISICIÓN DEL SERVICIO DE CONSULTORÍA Y SOPORTE PARA EL ACTUAL SISTEMA DE RECURSOS HUMANOS, PARA LA JUNTA NACIONAL DE JARDINES INFANTILES”, por el período indicado en las presentes bases de licitación."
599-40-LE25,SPOT PUBLICITARIO Y FRASES RADIALES,5,2025-08-25T18:00:00,Publicada,"La Junta Nacional de Jardines Infantiles JUNJI llama a las familias a postular a las salas cuna, jardines infantiles y programas educativos para el proceso 2026. Este proceso de postulación a los jardines infantiles y programas educativos de la JUNJI está abierto durante todo el año. Sin embargo, el periodo en que se concentra la postulación es en el último trimestre de cada año, porque las familias buscan jardín infantil para el año entrante, 2026. Una vez concluido el proceso de postulación, en diciembre de 2025, la JUNJI realiza la priorización para la distribución de cupos e informa a las familias si quedaron o no matriculadas. En caso de que queden en lista de espera, pueden solicitar apoyo u orientación para ser derivados a otro programa educativo con disponibilidad de cupo, o ser informados en cuanto se genere uno. Los niños y niñas comienzan a asistir en marzo del año 2026."
606-20-LE25,SERVICIOS DE CONSULTORÍA PARA EL DISEÑO OPERATIVO,5,2025-08-25T15:00:00,Publicada,"Contratar una consultoría especializada para diseñar el modelo operativo integral requerido para la implementación del subsidio a la demanda del servicio de acceso a Internet, conforme al Reglamento del Fondo de Desarrollo de las Telecomunicaciones que se encuentra en trámite a la fecha, el cual deberá incluir el levantamiento de procesos, perfiles de personal y requerimientos funcionales y técnicos para el desarrollo de las plataformas informáticas de apoyo que se requieran según la regulación establecida. III. OBJETIVOS ESPECÍFICOS a. Analizar y modelar los procesos institucionales que deben llevarse a cabo en la División Gerencia del Fondo de Desarrollo para las Telecomunicaciones FDT, para la implementación del subsidio a la demanda del servicio de acceso a Internet, desde la postulación hasta la rendición. b. Definir los perfiles y dotación de personal requeridos, en función de las etapas del proceso de subsidio, incluyendo funciones, competencias y dependencia jerárquica. c. Levantamiento de los requerimientos funcionales y técnicos de los sistemas informáticos que permitan soportar de forma eficiente la operación del subsidio, incluyendo interoperabilidad con el Registro Social de Hogares, operadores de telecomunicaciones y entidades públicas, teniendo presente los requerimientos de interoperabilidad con los sistemas informáticos de SUBTEL. d. Proponer un cronograma de implementación de las soluciones organizacionales, tecnológicas y operativas resultantes de este estudio, considerando fases piloto, despliegue gradual y criterios de escalabilidad. e. Proponer un modelo de seguimiento, monitoreo y control, que permita a SUBTEL evaluar la efectividad de los procesos y sistemas implementados, así como el cumplimiento normativo y la experiencia usuaria de los beneficiarios."
607-40-LE25,MATERIALES DE RIEGO PARA BOSQUE SANTIAGO,8,2025-07-08T20:00:00,Adjudicada,ADQUISICIÓN DE MATERIALES DE RIEGO PARA LA SECCIÓN EDUCACIÓN AMBIENTAL BOSQUE SANTIAGO COD. E1O2RT9
608-165-LR25,PJP_SERVICIOS DE LABORATORIO PROTESIS FIJA Y REMOVIBLE,15,2025-08-14T17:18:44.707,Revocada,"Que, el Hospital Dr. Gustavo Fricke es un órgano público desconcentrado perteneciente al Servicio de Salud Viña del Mar-Quillota y necesita realizar la contratación de los Servicios de Laboratorio Prótesis Fija y Removible , con el objeto de cumplir y satisfacer debidamente la demanda asistencial del Servicio de Odontologia"
608-194-LP25,PJP_SERVICIOS DE APARATOS DE ORTODONCIA PARA LA UNIDAD DE FISURA LABIO PALATINA DEL HGF,5,2025-09-03T17:00:00,Publicada,"Las presentes bases norman el proceso de llamado a Licitación Pública, a través del portal www.mercadopublico.cl, para lo cual el Hospital Dr. Gustavo Fricke, en su calidad de Mandante, hace un llamado a Licitación Pública por los “SERVICIOS DE APARATOS DE ORTODONCIA PARA LA UNIDAD DE FISURA LABIO PALATINA"""
608-223-LP25,ARC Material de Curación y Vendaje Bodega Esterilización,5,2025-09-04T11:10:00,Publicada,"Que el Hospital Dr. Gustavo Fricke, a través del portal www.mercadopublico.cl, llama a Licitación Pública para la adquisición de MATERIAL DE CURACIÓN Y VENDAJE PARA LA BODEGA DE ESTERILIZACIÓN, debiendo ésta regularse por bases aprobadas mediante resolución fundada."
608-72-LR25,ern CONVENIO SUMINISTRO BALON CONTRAPULSACIÓN,8,2025-04-21T15:01:00,Adjudicada,ern CONVENIO SUMINISTRO BALON CONTRAPULSACIÓN
611134-12-LE25,RED OBSERVACIÓN DE LA NSCA DE LA CUENCA RÍO MAIPO,5,2025-08-25T15:30:00,Publicada,"E1O2RT9“CONSULTORÍA RED DE OBSERVACIÓN DE LA NORMA SECUNDARIA DE CALIDAD AMBIENTAL NSCA DE LA CUENCA RÍO MAIPO 2025-2026”, para caracterizar la calidad ambiental de las aguas superficiales de la cuenca del río Maipo durante los años 2025 y 2026, a través de la evaluación de parámetros biológicos, físico-químicos e hidromorfológicos en las estaciones de monitoreo definidas en el Programa de Medición y Control de la Calidad Ambiental del Agua para las Normas Secundarias de Calidad Ambiental PMCCA, con el fin de aportar información de los ecosistemas acuáticos continentales de la cuenca"
613419-6-LE25,PILOTO DE RESTAURACIÓN ALMAC. Y PROVISION DE AGUA,5,2025-08-25T15:30:00,Publicada,"Desarrollar e instalar un sistema de captación y almacenamiento de agua proveniente de una vertiente en la localidad de Mina Costa, comuna de Lebu, con el fin de mejorar el acceso y la gestión sostenible del recurso hídrico a nivel comunitario, contribuyendo a la conservación del ecosistema ribereño y la resiliencia frente al cambio climático"
618641-10-L125,SERVICIO DE IMPRESIONES OFICINA DE TURISMO ,8,2025-07-14T15:00:00,,
619133-154-LE25,ADQUSICIÓN MAMADERAS  PARA  SEDILE  DEPTO. DE ALIMENTACIÓN HOSPITAL SAN CAMILO,6,2025-08-14T14:24:00,Cerrada,"Las presentes Bases Administrativas rigen el llamado a licitación pública “ADQUSICIÓN MAMADERAS Y CHUPETES PARA SEDILE PARA HOSPITAL SAN CAMILO”, en Hospital San Camilo ubicado en Av. Miraflores 2085 San Felipe, Quinta región, aplicando los procedimientos establecidos en la Ley de Compras N° 19.886 de la Administración Pública, ID 619133-154-LE25."
619133-158-LE25,CONVENIO SUMINISTRO ADQUISICIÓN DE APÓSITO DE ALGODÓN ESTÉRIL DE 30 X 30 PARA EL HOSPITAL SAN CAMILO ,6,2025-08-14T09:00:00,Cerrada,CONVENIO SUMINISTRO ADQUISICIÓN DE APÓSITO DE ALGODÓN ESTÉRIL DE 30 X 30 PARA EL HOSPITAL SAN CAMILO
619133-159-LE25,CONVENIO SUMINISTRO ADQUISICIÓN DE APÓSITOS Y TORULAS DE ALGODÓN PARA EL HOSPITAL SAN CAMILO ,6,2025-08-14T09:30:00,Cerrada,CONVENIO SUMINISTRO ADQUISICIÓN DE APÓSITOS Y TORULAS DE ALGODÓN PARA EL HOSPITAL SAN CAMILO
619133-160-LE25,CONVENIO SUMINISTRO ADQUISICIÓN DE GASAS PARA EL HOSPITAL SAN CAMILO ,6,2025-08-14T10:00:00,Cerrada,CONVENIO SUMINISTRO ADQUISICIÓN DE GASAS PARA EL HOSPITAL SAN CAMILO
621-485-LR25,CATETER INTRAVENOSO 24G X 18 A 20 MM 1000021056,8,2025-06-16T16:00:00,Adjudicada,"BASES ADMINISTRATIVAS Y TÉCNICAS TIPO, POR LAS QUE SE REGIRÁN LOS PROCESOS DE LICITACIÓN PARA LA ADQUISICIÓN DE PRODUCTOS FARMACÉUTICOS, COSMÉTICOS, VACUNAS, INSUMOS, DISPOSITIVOS, Y/O ALIMENTOS DE USO MÉDICO, DESTINADO AL EJERCICIO DE ACCIONES DE SALUD"
621-505-LR25,EVEROLIMUS 075 MG CMCM REC 1000021130,8,2025-06-17T16:00:00,Adjudicada,"BASES ADMINISTRATIVAS Y TÉCNICAS TIPO, POR LAS QUE SE REGIRÁN LOS PROCESOS DE LICITACIÓN PARA LA ADQUISICIÓN DE PRODUCTOS FARMACÉUTICOS, COSMÉTICOS, VACUNAS, INSUMOS, DISPOSITIVOS, Y/O ALIMENTOS DE USO MÉDICO, DESTINADO AL EJERCICIO DE ACCIONES DE SALUD"
621-522-LR25,LATANOPTIMOLOL 50MCG5MGML FRA25 A5ML 1000021234,8,2025-06-18T16:00:00,Adjudicada,"BASES ADMINISTRATIVAS Y TÉCNICAS TIPO, POR LAS QUE SE REGIRÁN LOS PROCESOS DE LICITACIÓN PARA LA ADQUISICIÓN DE PRODUCTOS FARMACÉUTICOS, COSMÉTICOS, VACUNAS, INSUMOS, DISPOSITIVOS, Y/O ALIMENTOS DE USO MÉDICO, DESTINADO AL EJERCICIO DE ACCIONES DE SALUD"
621-534-LQ25,LANSOPRAZOL 30MG CP CMICR. CRECENT 1000021087,8,2025-06-24T16:00:00,Adjudicada,"BASES ADMINISTRATIVAS Y TÉCNICAS TIPO, POR LAS QUE SE REGIRÁN LOS PROCESOS DE LICITACIÓN PARA LA ADQUISICIÓN DE PRODUCTOS FARMACÉUTICOS, COSMÉTICOS, VACUNAS, INSUMOS, DISPOSITIVOS, Y/O ALIMENTOS DE USO MÉDICO, DESTINADO AL EJERCICIO DE ACCIONES DE SALUD"
621-557-LR25,TENOFLAMIDOLUTE 30030050 MG 30CM REC 1000021256,8,2025-06-25T16:00:00,Adjudicada,"BASES ADMINISTRATIVAS Y TÉCNICAS TIPO, POR LAS QUE SE REGIRÁN LOS PROCESOS DE LICITACIÓN PARA LA ADQUISICIÓN DE PRODUCTOS FARMACÉUTICOS, COSMÉTICOS, VACUNAS, INSUMOS, DISPOSITIVOS, Y/O ALIMENTOS DE USO MÉDICO, DESTINADO AL EJERCICIO DE ACCIONES DE SALUD"
621-596-LR25,FULVESTRANT 250MG5 ML SOL. INY. JRJRP 1000021242,8,2025-06-30T16:00:00,Adjudicada,"BASES ADMINISTRATIVAS Y TÉCNICAS TIPO, POR LAS QUE SE REGIRÁN LOS PROCESOS DE LICITACIÓN PARA LA ADQUISICIÓN DE PRODUCTOS FARMACÉUTICOS, COSMÉTICOS, VACUNAS, INSUMOS, DISPOSITIVOS, Y/O ALIMENTOS DE USO MÉDICO, DESTINADO AL EJERCICIO DE ACCIONES DE SALUD"
621-836-LR25,AP. ALGINATO PURO 10 A 11 X 10 A 11 CM 1000021608,5,2025-09-15T16:00:00,Publicada,"BASES ADMINISTRATIVAS Y TÉCNICAS TIPO, POR LAS QUE SE REGIRÁN LOS PROCESOS DE LICITACIÓN PARA LA ADQUISICIÓN DE PRODUCTOS FARMACÉUTICOS, COSMÉTICOS, VACUNAS, INSUMOS, DISPOSITIVOS, Y/O ALIMENTOS DE USO MÉDICO, DESTINADO AL EJERCICIO DE ACCIONES DE SALUD"
621-837-LR25,PIRFENIDONA 267 MG CM RECCP 1000021389,5,2025-09-15T16:00:00,Publicada,"BASES ADMINISTRATIVAS Y TÉCNICAS TIPO, POR LAS QUE SE REGIRÁN LOS PROCESOS DE LICITACIÓN PARA LA ADQUISICIÓN DE PRODUCTOS FARMACÉUTICOS, COSMÉTICOS, VACUNAS, INSUMOS, DISPOSITIVOS, Y/O ALIMENTOS DE USO MÉDICO, DESTINADO AL EJERCICIO DE ACCIONES DE SALUD"
621-838-LQ25,BENDAMUSTINA 25 MG POLLIOF SOL INY.FAM 1000021349,5,2025-09-04T16:00:00,Publicada,"BASES ADMINISTRATIVAS Y TÉCNICAS TIPO, POR LAS QUE SE REGIRÁN LOS PROCESOS DE LICITACIÓN PARA LA ADQUISICIÓN DE PRODUCTOS FARMACÉUTICOS, COSMÉTICOS, VACUNAS, INSUMOS, DISPOSITIVOS, Y/O ALIMENTOS DE USO MÉDICO, DESTINADO AL EJERCICIO DE ACCIONES DE SALUD"
621-839-LR25,FIERRO HIERRO III POLIMALT 100 MG CM 1000021410,5,2025-09-15T16:00:00,Publicada,"BASES ADMINISTRATIVAS Y TÉCNICAS TIPO, POR LAS QUE SE REGIRÁN LOS PROCESOS DE LICITACIÓN PARA LA ADQUISICIÓN DE PRODUCTOS FARMACÉUTICOS, COSMÉTICOS, VACUNAS, INSUMOS, DISPOSITIVOS, Y/O ALIMENTOS DE USO MÉDICO, DESTINADO AL EJERCICIO DE ACCIONES DE SALUD"
622-61-LP25,E102RT9 HT PARA COBRANZA PREJUDUCIAL DEUDAS PREV,7,2025-08-14T11:18:03.73,Desierta (o art. 3 ó 9 Ley 19.886),Proveer a la Tesorería General de la República de “Horas de Trabajo” para dar cumplimiento a los distintos requerimientos asociados a la implementación necesaria para permitir la cobranza prejudicial de las deudas previsionales.
622-65-LE25,E102RT9 MANTENCIÓN PLATAFORMA PEOPLESOFT HCM 9.2,6,2025-08-14T15:00:00,Cerrada,"La TGR requiere contratar el servicio de mantención de la plataforma Peoplesoft de remuneraciones, por lo cual se requieren 40 HorasHombre mensuales - acumulables dentro del periodo contractual - para la mantención de la plataforma Peoplesoft HCM 9.2, por un periodo de 24 meses, entre el 21 de diciembre del 2025 y el 20 de diciembre de 2027."
622-66-LE25,ADQUISICIÒN DE  EQUIPOS DE CLIMATIZACIÒN PARA TGR.,15,2025-08-14T16:14:00.847,Revocada,“ADQUISICIÓN DE 32 EQUIPOS DE CLIMATIZACIÓN”.
622-73-LE25,Impresión y ensobrado de documentos de cobranza,5,2025-09-10T14:00:00,Publicada,"IMPRESIÓN Y ENSOBRADO DE DOCUMENTOS DE COBRANZA, para lo cual el adjudicatario contará con la información entregada en las Bases Técnicas, y respuestas a las aclaraciones, si las hubiere."
623663-18-LR25,Servicio compra maquinaria Leña Más Seca,5,2025-09-15T15:00:00,Publicada,"La presente licitación tiene por objeto efectuar un llamado público, convocando a los interesados para que, sujetándose a las bases fijadas, presenten propuestas para que la Agencia contrate los servicios de “Compra de Maquinaria para el procesamiento de Leña, asociada al programa Leña Más Seca”. La licitación se regirá por lo dispuesto en las presentes bases, en las que se establecen los fines, condiciones, requisitos y funcionalidades que deben ser cubiertas por los bienes y servicios materia de la misma, y asimismo en lo pertinente y cuando le sea aplicable, por las disposiciones de la Ley N°19.886, de Bases de Contratos Administrativos de Suministro y Prestación de Servicios y sus respectivas modificaciones, y su Reglamento, aprobado por el Decreto Supremo N°661 de 2024, del Ministerio de Hacienda, que contiene las instrucciones y condiciones de operación del portal de ChileCompra, www.mercadopublico.cl en la medida en que se encuentren vigentes al momento de efectuar la contratación."
623663-19-LP25,Piloto implementación AT establecimiento JUNJI,5,2025-09-04T15:00:00,Publicada,"La presente licitación tiene por objeto efectuar un llamado público, convocando a los interesados para que, sujetándose a las bases fijadas, presenten propuestas para que la Agencia contrate los servicios de “PILOTO DE IMPLEMENTACIÓN DE ACONDICIONAMIENTO TÉRMICO EN ESTABLECIMIENTO JUNJI - JARDÍN DE INFANTES Y SALA CUNA MANANTIAL, LA FLORIDA”. La licitación se regirá por lo dispuesto en las presentes bases, en las que se establecen los fines, condiciones, requisitos y funcionalidades que deben ser cubiertas por los bienes y servicios materia de la misma, y asimismo en lo pertinente y cuando le sea aplicable, por las disposiciones de la Ley N°19.886, de Bases de Contratos Administrativos de Suministro y Prestación de Servicios y sus respectivas modificaciones, y su Reglamento, aprobado por el Decreto Supremo N°661 de 2024, del Ministerio de Hacienda, que contiene las instrucciones y condiciones de operación del portal de ChileCompra, www.mercadopublico.cl en la medida en que se encuentren vigentes al momento de efectuar la contratación."
624-5-LP25,ADQUISICION VEHÍCULOS PATRULLAJE DE SEGURIDAD,15,2025-08-14T12:50:51.177,Revocada,"La iniciativa consiste en la adquisición de tres vehículos SUV de última generación, diseñados para satisfacer las exigencias rigurosas de las operaciones de seguridad, para la comuna de Salamanca"
626529-11-LE25,SERVICIO DE PRODUCCIÓN ACTIVIDAD CULTURAL Y COMUNITARIA DE LA CHILENIDAD,5,2025-08-26T12:30:00,Publicada,"CONTRATACIÓN DE SERVICIO DE PRODUCCIÓN ACTIVIDAD CULTURAL Y COMUNITARIA DE LA CHILENIDAD, SEGUN LO ESTABLECIDO EN BASES DE LICITACIÓN Y OFERTA DEL PROVEEDOR"
